stasjon_nv,utg_dt,tog_nr,utgstasjon_kd,endestasjon_kd,innstilt tog,delinnstilt STV,tog_ktg,togtype_nv,linjenummer,lengde,motorvogntype,virksporfelt_nr,plansporfelt_nr,planlagt_ankomst,faktisk_ankomst,planlagt_avgang,faktisk_avgang,stasjonsbruk,asstog_nr
Stavanger,10.01.2017,3018,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,2,1,10.01.2017 08:24,10.01.2017 08:15,10.01.2017 08:24,10.01.2017 08:24,U,_
Stavanger,10.01.2017,3019,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 10:00,10.01.2017 09:59,_,10.01.2017 10:00,E,_
Stavanger,10.01.2017,3020,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 08:54,10.01.2017 08:45,10.01.2017 08:54,10.01.2017 08:55,U,_
Stavanger,10.01.2017,3021,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 10:30,10.01.2017 10:29,_,10.01.2017 10:29,E,_
Stavanger,10.01.2017,3022,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 09:24,10.01.2017 09:15,10.01.2017 09:24,10.01.2017 09:24,U,_
Stavanger,10.01.2017,3023,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 11:00,10.01.2017 10:59,_,10.01.2017 10:59,E,_
Stavanger,10.01.2017,3024,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 09:54,10.01.2017 09:44,10.01.2017 09:54,10.01.2017 09:54,U,_
Stavanger,10.01.2017,3025,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 11:30,10.01.2017 11:30,_,10.01.2017 11:31,E,_
Stavanger,10.01.2017,3026,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 10:24,10.01.2017 10:14,10.01.2017 10:24,10.01.2017 10:24,U,_
Stavanger,10.01.2017,3027,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 12:00,10.01.2017 11:59,_,10.01.2017 11:59,E,_
Stavanger,10.01.2017,3028,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 10:54,10.01.2017 10:44,10.01.2017 10:54,10.01.2017 10:54,U,_
Stavanger,10.01.2017,3029,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 12:30,10.01.2017 12:32,_,10.01.2017 12:32,E,_
Stavanger,10.01.2017,3030,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 11:24,10.01.2017 11:15,10.01.2017 11:24,10.01.2017 11:24,U,_
Stavanger,10.01.2017,3031,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 13:00,10.01.2017 12:59,_,10.01.2017 12:59,E,_
Stavanger,10.01.2017,3032,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 11:54,10.01.2017 11:44,10.01.2017 11:54,10.01.2017 11:54,U,_
Stavanger,10.01.2017,3033,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 13:30,10.01.2017 13:29,_,10.01.2017 13:30,E,_
Stavanger,10.01.2017,3034,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 12:24,10.01.2017 12:16,10.01.2017 12:24,10.01.2017 12:24,U,_
Stavanger,10.01.2017,3035,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 14:00,10.01.2017 13:59,_,10.01.2017 13:59,E,_
Stavanger,10.01.2017,3036,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 12:54,10.01.2017 12:44,10.01.2017 12:54,10.01.2017 12:54,U,_
Stavanger,10.01.2017,3037,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 14:30,10.01.2017 14:29,_,10.01.2017 14:30,E,_
Stavanger,10.01.2017,3038,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 13:24,10.01.2017 13:15,10.01.2017 13:24,10.01.2017 13:24,U,_
Stavanger,10.01.2017,3039,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 15:00,10.01.2017 14:59,_,10.01.2017 15:00,E,_
Stavanger,10.01.2017,3040,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 13:54,10.01.2017 13:45,10.01.2017 13:54,10.01.2017 13:54,U,_
Stavanger,10.01.2017,3041,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 15:30,10.01.2017 15:29,_,10.01.2017 15:30,E,_
Stavanger,10.01.2017,3042,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,2,1,10.01.2017 14:24,10.01.2017 14:16,10.01.2017 14:24,10.01.2017 14:24,U,_
Stavanger,10.01.2017,3043,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 16:00,10.01.2017 16:00,_,10.01.2017 16:01,E,_
Stavanger,10.01.2017,3044,STV,EGS,N,N,Pt,NSB Lokaltog,_,168,72,1,1,10.01.2017 14:54,10.01.2017 14:15,10.01.2017 14:54,10.01.2017 14:54,U,_
Stavanger,10.01.2017,3045,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 16:30,10.01.2017 16:29,_,10.01.2017 16:29,E,_
Stavanger,10.01.2017,3046,STV,EGS,N,N,Pt,NSB Lokaltog,_,168,72,4,1,10.01.2017 15:24,10.01.2017 14:47,10.01.2017 15:24,10.01.2017 15:24,U,_
Stavanger,10.01.2017,3047,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 17:00,10.01.2017 16:59,_,10.01.2017 16:59,E,_
Stavanger,10.01.2017,3048,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 15:54,10.01.2017 15:45,10.01.2017 15:54,10.01.2017 15:54,U,_
Stavanger,10.01.2017,3049,EGS,STV,N,N,Pt,NSB Lokaltog,_,168,72,1,2,10.01.2017 17:30,10.01.2017 17:30,_,10.01.2017 17:31,E,_
Stavanger,10.01.2017,3050,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 16:24,10.01.2017 16:15,10.01.2017 16:24,10.01.2017 16:24,U,_
Stavanger,10.01.2017,3051,EGS,STV,N,N,Pt,NSB Lokaltog,_,168,72,1,2,10.01.2017 18:00,10.01.2017 17:59,_,10.01.2017 18:00,E,_
Stavanger,10.01.2017,3052,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 16:54,10.01.2017 16:45,10.01.2017 16:54,10.01.2017 16:54,U,_
Stavanger,10.01.2017,3053,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 18:30,10.01.2017 18:30,_,10.01.2017 18:31,E,_
Stavanger,10.01.2017,3054,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 17:24,10.01.2017 17:14,10.01.2017 17:24,10.01.2017 17:24,U,_
Stavanger,10.01.2017,3055,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 19:00,10.01.2017 19:00,_,10.01.2017 19:00,E,_
Stavanger,10.01.2017,3056,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 17:54,10.01.2017 17:45,10.01.2017 17:54,10.01.2017 17:55,U,_
Stavanger,10.01.2017,3057,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 19:30,10.01.2017 19:29,_,10.01.2017 19:30,E,_
Stavanger,10.01.2017,3058,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 18:24,10.01.2017 18:15,10.01.2017 18:24,10.01.2017 18:24,U,_
Stavanger,10.01.2017,3059,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 20:00,10.01.2017 19:59,_,10.01.2017 20:23,E,_
Stavanger,10.01.2017,3060,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 18:54,10.01.2017 18:44,10.01.2017 18:54,10.01.2017 18:54,U,_
Stavanger,10.01.2017,3061,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,1,10.01.2017 20:30,10.01.2017 20:29,_,10.01.2017 20:29,E,_
Stavanger,10.01.2017,3062,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 19:24,10.01.2017 19:15,10.01.2017 19:24,10.01.2017 19:24,U,_
Stavanger,10.01.2017,3063,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 21:00,10.01.2017 20:59,_,10.01.2017 21:00,E,_
Stavanger,10.01.2017,3064,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 19:54,10.01.2017 19:45,10.01.2017 19:54,10.01.2017 19:54,U,_
Stavanger,10.01.2017,3065,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,1,10.01.2017 21:30,10.01.2017 21:29,_,10.01.2017 21:30,E,_
Stavanger,10.01.2017,3066,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 20:24,10.01.2017 20:15,10.01.2017 20:24,10.01.2017 20:24,U,_
Stavanger,10.01.2017,3067,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,1,10.01.2017 22:00,10.01.2017 21:59,_,10.01.2017 22:00,E,_
Stavanger,10.01.2017,3068,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 20:54,10.01.2017 20:29,10.01.2017 20:54,10.01.2017 20:54,U,_
Stavanger,10.01.2017,3069,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,1,10.01.2017 22:30,10.01.2017 22:33,_,10.01.2017 22:34,E,_
Stavanger,10.01.2017,3070,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 21:24,10.01.2017 21:00,10.01.2017 21:24,10.01.2017 21:24,U,_
Stavanger,10.01.2017,3071,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,1,10.01.2017 23:00,10.01.2017 23:00,_,10.01.2017 23:01,E,_
Stavanger,10.01.2017,3072,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,2,1,10.01.2017 21:54,10.01.2017 21:30,10.01.2017 21:54,10.01.2017 21:54,U,_
Stavanger,10.01.2017,3073,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,1,10.01.2017 23:30,10.01.2017 23:29,_,10.01.2017 23:54,E,_
Stavanger,10.01.2017,3074,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,2,1,10.01.2017 22:24,10.01.2017 22:00,10.01.2017 22:24,10.01.2017 22:24,U,_
Stavanger,10.01.2017,3075,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,11.01.2017 00:00,10.01.2017 23:59,_,11.01.2017 00:25,E,_
Stavanger,10.01.2017,3076,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,2,1,10.01.2017 22:54,10.01.2017 22:34,10.01.2017 22:54,10.01.2017 22:54,U,_
Stavanger,10.01.2017,3077,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,1,11.01.2017 00:30,11.01.2017 00:29,_,11.01.2017 00:35,E,_
Stavanger,10.01.2017,3078,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,2,1,10.01.2017 23:24,10.01.2017 23:01,10.01.2017 23:24,10.01.2017 23:24,U,_
Stavanger,10.01.2017,3102,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 05:09,_,10.01.2017 05:09,10.01.2017 05:09,U,_
Stavanger,10.01.2017,3104,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 05:39,10.01.2017 04:40,10.01.2017 05:39,10.01.2017 05:39,U,_
Stavanger,10.01.2017,3105,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 06:15,10.01.2017 06:14,_,10.01.2017 06:15,E,_
Stavanger,10.01.2017,3106,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 06:09,10.01.2017 06:00,10.01.2017 06:09,10.01.2017 06:09,U,_
Stavanger,10.01.2017,3107,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 06:45,10.01.2017 06:44,_,10.01.2017 06:45,E,_
Stavanger,10.01.2017,3108,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 06:39,10.01.2017 06:30,10.01.2017 06:39,10.01.2017 06:39,U,_
Stavanger,10.01.2017,3109,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 07:15,10.01.2017 07:14,_,10.01.2017 07:15,E,_
Stavanger,10.01.2017,3110,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 07:09,10.01.2017 06:59,10.01.2017 07:09,10.01.2017 07:09,U,_
Stavanger,10.01.2017,3111,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,3,1,10.01.2017 07:45,10.01.2017 07:47,_,10.01.2017 07:47,E,_
Stavanger,10.01.2017,3112,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,3,2,10.01.2017 07:39,10.01.2017 06:57,10.01.2017 07:39,10.01.2017 07:39,U,_
Stavanger,10.01.2017,3113,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,1,10.01.2017 08:15,10.01.2017 08:14,_,10.01.2017 08:15,E,_
Stavanger,10.01.2017,3114,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,1,10.01.2017 08:09,10.01.2017 07:54,10.01.2017 08:09,10.01.2017 08:09,U,_
Stavanger,10.01.2017,3115,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 08:45,10.01.2017 08:44,_,10.01.2017 08:45,E,_
Stavanger,10.01.2017,3116,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 08:39,10.01.2017 08:30,10.01.2017 08:39,10.01.2017 08:39,U,_
Stavanger,10.01.2017,3117,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 09:15,10.01.2017 09:14,_,10.01.2017 09:15,E,_
Stavanger,10.01.2017,3118,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 09:09,10.01.2017 08:59,10.01.2017 09:09,10.01.2017 09:09,U,_
Stavanger,10.01.2017,3119,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 09:45,10.01.2017 09:44,_,10.01.2017 09:44,E,_
Stavanger,10.01.2017,3120,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 09:39,10.01.2017 09:29,10.01.2017 09:39,10.01.2017 09:39,U,_
Stavanger,10.01.2017,3121,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 10:15,10.01.2017 10:14,_,10.01.2017 10:14,E,_
Stavanger,10.01.2017,3122,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 10:09,10.01.2017 10:00,10.01.2017 10:09,10.01.2017 10:09,U,_
Stavanger,10.01.2017,3123,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 10:45,10.01.2017 10:44,_,10.01.2017 10:44,E,_
Stavanger,10.01.2017,3124,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 10:39,10.01.2017 10:29,10.01.2017 10:39,10.01.2017 10:39,U,_
Stavanger,10.01.2017,3125,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 11:15,10.01.2017 11:14,_,10.01.2017 11:15,E,_
Stavanger,10.01.2017,3126,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 11:09,10.01.2017 10:59,10.01.2017 11:09,10.01.2017 11:09,U,_
Stavanger,10.01.2017,3127,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 11:45,10.01.2017 11:44,_,10.01.2017 11:44,E,_
Stavanger,10.01.2017,3128,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 11:39,10.01.2017 11:31,10.01.2017 11:39,10.01.2017 11:39,U,_
Stavanger,10.01.2017,3129,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 12:15,10.01.2017 12:15,_,10.01.2017 12:16,E,_
Stavanger,10.01.2017,3130,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 12:09,10.01.2017 11:59,10.01.2017 12:09,10.01.2017 12:09,U,_
Stavanger,10.01.2017,3131,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 12:45,10.01.2017 12:44,_,10.01.2017 12:44,E,_
Stavanger,10.01.2017,3132,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 12:39,10.01.2017 12:32,10.01.2017 12:39,10.01.2017 12:39,U,_
Stavanger,10.01.2017,3133,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 13:15,10.01.2017 13:14,_,10.01.2017 13:15,E,_
Stavanger,10.01.2017,3134,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 13:09,10.01.2017 12:59,10.01.2017 13:09,10.01.2017 13:09,U,_
Stavanger,10.01.2017,3135,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 13:45,10.01.2017 13:44,_,10.01.2017 13:45,E,_
Stavanger,10.01.2017,3136,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 13:39,10.01.2017 13:30,10.01.2017 13:39,10.01.2017 13:39,U,_
Stavanger,10.01.2017,3137,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,1,10.01.2017 14:15,10.01.2017 14:15,_,10.01.2017 14:16,E,_
Stavanger,10.01.2017,3138,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 14:09,10.01.2017 13:59,10.01.2017 14:09,10.01.2017 14:09,U,_
Stavanger,10.01.2017,3139,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,4,1,10.01.2017 14:45,10.01.2017 14:44,_,10.01.2017 14:47,E,_
Stavanger,10.01.2017,3140,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 14:39,10.01.2017 14:30,10.01.2017 14:39,10.01.2017 14:39,U,_
Stavanger,10.01.2017,3141,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,1,10.01.2017 15:15,10.01.2017 15:14,_,10.01.2017 15:25,E,_
Stavanger,10.01.2017,3142,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 15:09,10.01.2017 15:00,10.01.2017 15:09,10.01.2017 15:09,U,_
Stavanger,10.01.2017,3143,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 15:45,10.01.2017 15:44,_,10.01.2017 15:45,E,_
Stavanger,10.01.2017,3144,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 15:39,10.01.2017 15:30,10.01.2017 15:39,10.01.2017 15:39,U,_
Stavanger,10.01.2017,3145,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 16:15,10.01.2017 16:14,_,10.01.2017 16:15,E,_
Stavanger,10.01.2017,3146,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 16:09,10.01.2017 16:01,10.01.2017 16:09,10.01.2017 16:09,U,_
Stavanger,10.01.2017,3147,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 16:45,10.01.2017 16:44,_,10.01.2017 16:45,E,_
Stavanger,10.01.2017,3148,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 16:39,10.01.2017 16:29,10.01.2017 16:39,10.01.2017 16:39,U,_
Stavanger,10.01.2017,3149,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 17:15,10.01.2017 17:14,_,10.01.2017 17:14,E,_
Stavanger,10.01.2017,3150,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 17:09,10.01.2017 16:59,10.01.2017 17:09,10.01.2017 17:09,U,_
Stavanger,10.01.2017,3151,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 17:45,10.01.2017 17:45,_,10.01.2017 17:45,E,_
Stavanger,10.01.2017,3152,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,1,2,10.01.2017 17:39,10.01.2017 17:31,10.01.2017 17:39,10.01.2017 17:39,U,_
Stavanger,10.01.2017,3153,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 18:15,10.01.2017 18:14,_,10.01.2017 18:15,E,_
Stavanger,10.01.2017,3154,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,1,2,10.01.2017 18:09,10.01.2017 18:00,10.01.2017 18:09,10.01.2017 18:09,U,_
Stavanger,10.01.2017,3155,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 18:45,10.01.2017 18:44,_,10.01.2017 18:45,E,_
Stavanger,10.01.2017,3156,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 18:39,10.01.2017 18:31,10.01.2017 18:39,10.01.2017 18:39,U,_
Stavanger,10.01.2017,3157,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 19:15,10.01.2017 19:14,_,10.01.2017 19:15,E,_
Stavanger,10.01.2017,3158,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 19:09,10.01.2017 19:00,10.01.2017 19:09,10.01.2017 19:09,U,_
Stavanger,10.01.2017,3159,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 19:45,10.01.2017 19:44,_,10.01.2017 19:45,E,_
Stavanger,10.01.2017,3160,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,10.01.2017 19:39,10.01.2017 19:30,10.01.2017 19:39,10.01.2017 19:39,U,_
Stavanger,10.01.2017,3161,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,10.01.2017 20:15,10.01.2017 20:14,_,10.01.2017 20:15,E,_
Stavanger,10.01.2017,3163,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,2,10.01.2017 20:45,10.01.2017 20:44,_,10.01.2017 20:55,E,_
Stavanger,11.01.2017,701,KRS,STV,N,N,Pt,NSB Regiontog,_,105,73,3,3,11.01.2017 08:05,11.01.2017 08:11,_,11.01.2017 08:12,E,_
Stavanger,11.01.2017,708,STV,OSL,N,N,Pt,NSB Regiontog,_,105,73,3,3,11.01.2017 04:22,11.01.2017 00:25,11.01.2017 04:22,11.01.2017 04:22,U,_
Stavanger,11.01.2017,709,OSL,STV,N,N,Pt,NSB Regiontog,_,105,73,3,3,11.01.2017 12:05,11.01.2017 12:21,_,11.01.2017 14:05,E,_
Stavanger,11.01.2017,712,STV,OSL,N,N,Pt,NSB Regiontog,_,105,73,3,3,11.01.2017 06:48,11.01.2017 04:27,11.01.2017 06:48,11.01.2017 06:48,U,_
Stavanger,11.01.2017,715,OSL,STV,P,Y,Pt,NSB Regiontog,_,105,73,_,3,11.01.2017 15:05,_,_,_,E,_
Stavanger,11.01.2017,716,STV,OSL,N,N,Pt,NSB Regiontog,_,105,73,3,3,11.01.2017 08:49,11.01.2017 08:12,11.01.2017 08:49,11.01.2017 08:49,U,_
Stavanger,11.01.2017,719,OSL,STV,P,Y,Pt,NSB Regiontog,_,105,73,_,3,11.01.2017 17:19,_,_,_,E,_
Stavanger,11.01.2017,720,STV,OSL,N,N,Pt,NSB Regiontog,_,149,EL18,4,4,11.01.2017 10:17,11.01.2017 08:57,11.01.2017 10:17,11.01.2017 10:18,U,_
Stavanger,11.01.2017,723,OSL,STV,N,N,Pt,NSB Regiontog,_,149,EL18,1,1,11.01.2017 19:35,11.01.2017 20:07,_,11.01.2017 20:36,E,_
Stavanger,11.01.2017,724,STV,OSL,P,Y,Pt,NSB Regiontog,_,105,73,_,3,11.01.2017 12:49,_,11.01.2017 12:49,_,U,_
Stavanger,11.01.2017,729,OSL,STV,N,N,Pt,NSB Regiontog,_,105,73,_,3,11.01.2017 22:04,11.01.2017 22:04,_,_,E,_
Stavanger,11.01.2017,730,STV,OSL,P,Y,Pt,NSB Regiontog,_,105,73,_,3,11.01.2017 15:33,_,11.01.2017 15:33,_,U,_
Stavanger,11.01.2017,733,OSL,STV,N,N,Pt,NSB Regiontog,_,105,73,3,3,12.01.2017 00:12,12.01.2017 00:33,_,12.01.2017 03:38,E,_
Stavanger,11.01.2017,734,STV,KRS,N,N,Pt,NSB Regiontog,_,105,73,3,3,11.01.2017 17:49,11.01.2017 14:05,11.01.2017 17:49,11.01.2017 17:49,U,_
Stavanger,11.01.2017,744,STV,OSL,N,N,Pt,NSB Regiontog,_,149,EL18,4,4,11.01.2017 22:37,11.01.2017 21:13,11.01.2017 22:37,11.01.2017 22:39,U,_
Stavanger,11.01.2017,745,OSL,STV,N,N,Pt,NSB Regiontog,_,176,EL18,1,1,12.01.2017 07:20,12.01.2017 07:19,_,12.01.2017 07:32,E,_
Stavanger,11.01.2017,3001,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,11.01.2017 06:00,11.01.2017 05:59,_,11.01.2017 06:00,E,_
Stavanger,11.01.2017,3003,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,4,2,11.01.2017 06:30,11.01.2017 06:52,_,11.01.2017 06:52,E,_
Stavanger,11.01.2017,3004,STV,EGS,N,N,Pt,NSB Lokaltog,_,168,72,1,1,11.01.2017 04:47,11.01.2017 00:59,11.01.2017 04:47,11.01.2017 04:47,U,_
Stavanger,11.01.2017,3005,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,2,11.01.2017 07:00,11.01.2017 07:02,_,11.01.2017 07:03,E,_
Stavanger,11.01.2017,3006,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,4,1,11.01.2017 05:24,11.01.2017 00:25,11.01.2017 05:24,11.01.2017 05:24,U,_
Stavanger,11.01.2017,3007,EGS,STV,N,N,Pt,NSB Lokaltog,_,168,72,3,2,11.01.2017 07:30,11.01.2017 07:31,_,11.01.2017 08:08,E,_
Stavanger,11.01.2017,3008,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,11.01.2017 05:54,11.01.2017 05:49,11.01.2017 05:54,11.01.2017 05:55,U,_
Stavanger,11.01.2017,3009,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,4,2,11.01.2017 07:50,11.01.2017 07:51,_,11.01.2017 07:52,E,_
Stavanger,11.01.2017,3010,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,11.01.2017 06:24,11.01.2017 06:15,11.01.2017 06:24,11.01.2017 06:24,U,_
Stavanger,11.01.2017,3011,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,1,11.01.2017 08:00,11.01.2017 08:07,_,11.01.2017 08:28,E,_
